Date_Ajout,Date_Sortie,Titre,Artiste,Genre,Difficulté,preview_url,artwork_url
2026-01-12,2003-01-07,In da Club,50 Cent,3,Moyen,./fichiers_audio/0_In_da_Club_50_Cent.m4a,./pochettes/0_In_da_Club_50_Cent.jpg
2026-01-12,1984-10-19,Take on Me,a-ha,4,Moyen,./fichiers_audio/1_Take_on_Me_a-ha.m4a,./pochettes/1_Take_on_Me_a-ha.jpg
2026-01-12,1974-03-04,Waterloo,ABBA,1,Facile,./fichiers_audio/2_Waterloo_ABBA.m4a,./pochettes/2_Waterloo_ABBA.jpg
2026-01-12,1976-08-16,Dancing Queen,ABBA,1,Facile,./fichiers_audio/3_Dancing_Queen_ABBA.m4a,./pochettes/3_Dancing_Queen_ABBA.jpg
2026-01-12,1979-07-27,Highway to Hell,AC/DC,2,Facile,./fichiers_audio/4_Highway_to_Hell_ACDC.m4a,./pochettes/4_Highway_to_Hell_ACDC.jpg
2026-01-12,1992-08-31,All That She Wants,Ace of Base,1,Moyen,./fichiers_audio/5_All_That_She_Wants_Ace_of_Base.m4a,./pochettes/5_All_That_She_Wants_Ace_of_Base.jpg
2026-01-12,1993-11-23,The Sign,Ace of Base,1,Moyen,./fichiers_audio/6_The_Sign_Ace_of_Base.m4a,./pochettes/6_The_Sign_Ace_of_Base.jpg
2026-01-12,2010-11-29,Rolling in the Deep,Adele,5,Facile,./fichiers_audio/7_Rolling_in_the_Deep_Adele.m4a,./pochettes/7_Rolling_in_the_Deep_Adele.jpg
2026-01-12,2011-01-24,Someone Like You,Adele,5,Facile,./fichiers_audio/8_Someone_Like_You_Adele.m4a,./pochettes/8_Someone_Like_You_Adele.jpg
2026-01-12,2015-10-23,Hello,Adele,5,Facile,./fichiers_audio/9_Hello_Adele.m4a,./pochettes/9_Hello_Adele.jpg
2026-01-12,2021-10-15,Easy on Me,Adele,5,Facile,./fichiers_audio/10_Easy_on_Me_Adele.m4a,./pochettes/10_Easy_on_Me_Adele.jpg
2026-01-12,1973-06-27,Dream On,Aerosmith,2,Facile,./fichiers_audio/11_Dream_On_Aerosmith.m4a,./pochettes/11_Dream_On_Aerosmith.jpg
2026-01-12,1975-08-28,Walk This Way,Aerosmith,2,Moyen,./fichiers_audio/12_Walk_This_Way_Aerosmith.m4a,./pochettes/12_Walk_This_Way_Aerosmith.jpg
2026-01-12,1998-07-29,I Don't Want to Miss a Thing,Aerosmith,2,Facile,./fichiers_audio/13_I_Dont_Want_to_Miss_a_Thing_Aerosmith.m4a,./pochettes/13_I_Dont_Want_to_Miss_a_Thing_Aerosmith.jpg
2026-01-12,1971-11-25,Let's Stay Together,Al Green,5,Difficile,./fichiers_audio/14_Lets_Stay_Together_Al_Green.m4a,./pochettes/14_Lets_Stay_Together_Al_Green.jpg
2026-01-12,1993-10-15,Foule sentimentale,Alain Souchon,1,Facile,./fichiers_audio/15_Foule_sentimentale_Alain_Souchon.m4a,./pochettes/15_Foule_sentimentale_Alain_Souchon.jpg
2026-01-12,2001-03-28,Fallin',Alicia Keys,3,Facile,./fichiers_audio/16_Fallin_Alicia_Keys.m4a,./pochettes/16_Fallin_Alicia_Keys.jpg
2026-01-12,2000-07-03,Moi... Lolita,Alizée,1,Facile,./fichiers_audio/17_Moi_Lolita_Alizée.m4a,./pochettes/17_Moi_Lolita_Alizée.jpg
2026-01-12,2004-11-29,Ma philosophie,Amel Bent,3,Facile,./fichiers_audio/18_Ma_philosophie_Amel_Bent.m4a,./pochettes/18_Ma_philosophie_Amel_Bent.jpg
2026-01-12,2006-10-23,Rehab,Amy Winehouse,5,Moyen,./fichiers_audio/19_Rehab_Amy_Winehouse.m4a,./pochettes/19_Rehab_Amy_Winehouse.jpg
2026-01-12,2018-10-05,Balance ton quoi,Angèle,1,Facile,./fichiers_audio/20_Balance_ton_quoi_Angèle.m4a,./pochettes/20_Balance_ton_quoi_Angèle.jpg
2026-01-12,1997-09-27,Barbie Girl,Aqua,4,Moyen,./fichiers_audio/21_Barbie_Girl_Aqua.m4a,./pochettes/21_Barbie_Girl_Aqua.jpg
2026-01-12,1967-04-10,Respect,Aretha Franklin,5,Facile,./fichiers_audio/22_Respect_Aretha_Franklin.m4a,./pochettes/22_Respect_Aretha_Franklin.jpg
2026-01-12,2019-02-08,"Thank U,  Next",Ariana Grande,1,Facile,./fichiers_audio/23_Thank_U__Next_Ariana_Grande.m4a,./pochettes/23_Thank_U__Next_Ariana_Grande.jpg
2026-01-12,2013-06-17,Wake Me Up,Avicii,4,Facile,./fichiers_audio/24_Wake_Me_Up_Avicii.m4a,./pochettes/24_Wake_Me_Up_Avicii.jpg
2026-01-12,2002-03-11,Complicated,Avril Lavigne,1,Facile,./fichiers_audio/25_Complicated_Avril_Lavigne.m4a,./pochettes/25_Complicated_Avril_Lavigne.jpg
2026-01-12,1993-10-10,Sensualité,Axelle Red,1,Facile,./fichiers_audio/26_Sensualité_Axelle_Red.m4a,./pochettes/26_Sensualité_Axelle_Red.jpg
2026-01-12,2018-04-06,Djadja,Aya Nakamura,3,Facile,./fichiers_audio/27_Djadja_Aya_Nakamura.m4a,./pochettes/27_Djadja_Aya_Nakamura.jpg
2026-01-12,2019-04-10,Pookie,Aya Nakamura,3,Facile,./fichiers_audio/28_Pookie_Aya_Nakamura.m4a,./pochettes/28_Pookie_Aya_Nakamura.jpg
2026-01-12,1999-04-12,I Want It That Way,Backstreet Boys,1,Facile,./fichiers_audio/29_I_Want_It_That_Way_Backstreet_Boys.m4a,./pochettes/29_I_Want_It_That_Way_Backstreet_Boys.jpg
2026-01-12,2000-07-26,Who Let the Dogs Out,Baha Men,1,Facile,./fichiers_audio/30_Who_Let_the_Dogs_Out_Baha_Men.m4a,./pochettes/30_Who_Let_the_Dogs_Out_Baha_Men.jpg
2026-01-12,1977-12-15,Stayin' Alive,Bee Gees,5,Moyen,./fichiers_audio/31_Stayin_Alive_Bee_Gees.m4a,./pochettes/31_Stayin_Alive_Bee_Gees.jpg
2026-01-12,1977-09-15,How Deep Is Your Love,Bee Gees,5,Moyen,./fichiers_audio/32_How_Deep_Is_Your_Love_Bee_Gees.m4a,./pochettes/32_How_Deep_Is_Your_Love_Bee_Gees.jpg
2026-01-12,1960-12-31,Stand by Me,Ben E. King,5,Moyen,./fichiers_audio/33_Stand_by_Me_Ben_E_King.m4a,./pochettes/33_Stand_by_Me_Ben_E_King.jpg
2026-01-12,2024-01-18,Beautiful Things,Benson Boone,1,Moyen,./fichiers_audio/34_Beautiful_Things_Benson_Boone.m4a,./pochettes/34_Beautiful_Things_Benson_Boone.jpg
2026-01-12,2003-05-14,Crazy in Love,Beyoncé,3,Facile,./fichiers_audio/35_Crazy_in_Love_Beyoncé.m4a,./pochettes/35_Crazy_in_Love_Beyoncé.jpg
2026-01-12,2008-10-13,Single Ladies (Put a Ring on It),Beyoncé,3,Facile,./fichiers_audio/36_Single_Ladies_Put_a_Ring_on_It_Beyoncé.m4a,./pochettes/36_Single_Ladies_Put_a_Ring_on_It_Beyoncé.jpg
2026-01-12,2024-02-11,Texas Hold 'Em,Beyoncé,1,Facile,./fichiers_audio/37_Texas_Hold_Em_Beyoncé.m4a,./pochettes/37_Texas_Hold_Em_Beyoncé.jpg
2026-01-12,2017-09-08,Dommage,Bigflo et Oli,3,Facile,./fichiers_audio/38_Dommage_Bigflo_et_Oli.m4a,./pochettes/38_Dommage_Bigflo_et_Oli.jpg
2026-01-12,1954-05-20,Rock Around the Clock,Bill Haley & His Comets,2,Moyen,./fichiers_audio/39_Rock_Around_the_Clock_Bill_Haley__His_Comets.m4a,./pochettes/39_Rock_Around_the_Clock_Bill_Haley__His_Comets.jpg
2026-01-12,2019-03-29,Bad Guy,Billie Eilish,1,Facile,./fichiers_audio/40_Bad_Guy_Billie_Eilish.m4a,./pochettes/40_Bad_Guy_Billie_Eilish.jpg
2026-01-12,1973-11-09,Piano Man,Billy Joel,1,Moyen,./fichiers_audio/41_Piano_Man_Billy_Joel.m4a,./pochettes/41_Piano_Man_Billy_Joel.jpg
2026-01-12,2014-05-05,Sur ma route,Black M,3,Facile,./fichiers_audio/42_Sur_ma_route_Black_M.m4a,./pochettes/42_Sur_ma_route_Black_M.jpg
2026-01-12,1970-09-18,Paranoid,Black Sabbath,2,Facile,./fichiers_audio/43_Paranoid_Black_Sabbath.m4a,./pochettes/43_Paranoid_Black_Sabbath.jpg
2026-01-12,1979-01-23,Heart of Glass,Blondie,1,Moyen,./fichiers_audio/44_Heart_of_Glass_Blondie.m4a,./pochettes/44_Heart_of_Glass_Blondie.jpg
2026-01-12,1980-02-01,Call Me,Blondie,1,Moyen,./fichiers_audio/45_Call_Me_Blondie.m4a,./pochettes/45_Call_Me_Blondie.jpg
2026-01-12,1997-04-07,Song 2,Blur,2,Facile,./fichiers_audio/46_Song_2_Blur.m4a,./pochettes/46_Song_2_Blur.jpg
2026-01-12,1965-07-20,Like a Rolling Stone,Bob Dylan,2,Moyen,./fichiers_audio/47_Like_a_Rolling_Stone_Bob_Dylan.m4a,./pochettes/47_Like_a_Rolling_Stone_Bob_Dylan.jpg
2026-01-12,1974-10-25,"No Woman,  No Cry",Bob Marley,3,Facile,./fichiers_audio/48_No_Woman__No_Cry_Bob_Marley.m4a,./pochettes/48_No_Woman__No_Cry_Bob_Marley.jpg
2026-01-12,1966-06-20,Sunny,Bobby Hebb,5,Moyen,./fichiers_audio/49_Sunny_Bobby_Hebb.m4a,./pochettes/49_Sunny_Bobby_Hebb.jpg
2026-01-12,1988-08-05,"Don't Worry,  Be Happy",Bobby McFerrin,3,Moyen,./fichiers_audio/50_Dont_Worry__Be_Happy_Bobby_McFerrin.m4a,./pochettes/50_Dont_Worry__Be_Happy_Bobby_McFerrin.jpg
2026-01-12,1986-10-31,Livin' on a Prayer,Bon Jovi,2,Moyen,./fichiers_audio/51_Livin_on_a_Prayer_Bon_Jovi.m4a,./pochettes/51_Livin_on_a_Prayer_Bon_Jovi.jpg
2026-01-12,2000-05-08,It's My Life,Bon Jovi,2,Facile,./fichiers_audio/52_Its_My_Life_Bon_Jovi.m4a,./pochettes/52_Its_My_Life_Bon_Jovi.jpg
2026-01-12,1976-05-28,Daddy Cool,Boney M.,1,Moyen,./fichiers_audio/53_Daddy_Cool_Boney_M.m4a,./pochettes/53_Daddy_Cool_Boney_M.jpg
2026-01-12,1963-03-21,La Madrague,Brigitte Bardot,1,Moyen,./fichiers_audio/54_La_Madrague_Brigitte_Bardot.m4a,./pochettes/54_La_Madrague_Brigitte_Bardot.jpg
2026-01-12,1967-12-10,Harley Davidson,Brigitte Bardot,1,Moyen,./fichiers_audio/55_Harley_Davidson_Brigitte_Bardot.m4a,./pochettes/55_Harley_Davidson_Brigitte_Bardot.jpg
2026-01-12,1999-01-12,Baby One More Time,Britney Spears,1,Facile,./fichiers_audio/56_Baby_One_More_Time_Britney_Spears.m4a,./pochettes/56_Baby_One_More_Time_Britney_Spears.jpg
2026-01-12,2000-05-03,Oops!... I Did It Again,Britney Spears,1,Facile,./fichiers_audio/57_Oops_I_Did_It_Again_Britney_Spears.m4a,./pochettes/57_Oops_I_Did_It_Again_Britney_Spears.jpg
2026-01-12,2004-01-13,Toxic,Britney Spears,1,Facile,./fichiers_audio/58_Toxic_Britney_Spears.m4a,./pochettes/58_Toxic_Britney_Spears.jpg
2026-01-12,1985-06-17,Summer of '69,Bryan Adams,2,Difficile,./fichiers_audio/59_Summer_of_69_Bryan_Adams.m4a,./pochettes/59_Summer_of_69_Bryan_Adams.jpg
2026-01-12,2020-08-21,Dynamite,BTS,1,Moyen,./fichiers_audio/60_Dynamite_BTS.m4a,./pochettes/60_Dynamite_BTS.jpg
2026-01-12,2004-06-15,Face à la mer,Calogero,1,Facile,./fichiers_audio/61_Face_à_la_mer_Calogero.m4a,./pochettes/61_Face_à_la_mer_Calogero.jpg
2026-01-12,2014-05-19,Un jour au mauvais endroit,Calogero,1,Facile,./fichiers_audio/62_Un_jour_au_mauvais_endroit_Calogero.m4a,./pochettes/62_Un_jour_au_mauvais_endroit_Calogero.jpg
2026-01-12,2017-08-03,Havana,Camila Cabello,1,Moyen,./fichiers_audio/63_Havana_Camila_Cabello.m4a,./pochettes/63_Havana_Camila_Cabello.jpg
2026-01-12,1956-01-01,Blue Suede Shoes,Carl Perkins,2,Difficile,./fichiers_audio/64_Blue_Suede_Shoes_Carl_Perkins.m4a,./pochettes/64_Blue_Suede_Shoes_Carl_Perkins.jpg
2026-01-12,2011-09-20,Call Me Maybe,Carly Rae Jepsen,1,Moyen,./fichiers_audio/65_Call_Me_Maybe_Carly_Rae_Jepsen.m4a,./pochettes/65_Call_Me_Maybe_Carly_Rae_Jepsen.jpg
2026-01-12,1997-11-18,My Heart Will Go On,Céline Dion,1,Facile,./fichiers_audio/66_My_Heart_Will_Go_On_Céline_Dion.m4a,./pochettes/66_My_Heart_Will_Go_On_Céline_Dion.jpg
2026-01-12,1995-03-13,Pour que tu m'aimes encore,Céline Dion,1,Facile,./fichiers_audio/67_Pour_que_tu_maimes_encore_Céline_Dion.m4a,./pochettes/67_Pour_que_tu_maimes_encore_Céline_Dion.jpg
2026-01-12,1981-08-01,Chacun fait (c'qui lui plaît),Chagrin d'amour,1,Facile,./fichiers_audio/68_Chacun_fait_cqui_lui_plaît_Chagrin_damour.m4a,./pochettes/68_Chacun_fait_cqui_lui_plaît_Chagrin_damour.jpg
2026-01-12,1965-11-11,La Bohème,Charles Aznavour,1,Facile,./fichiers_audio/69_La_Bohème_Charles_Aznavour.m4a,./pochettes/69_La_Bohème_Charles_Aznavour.jpg
2026-01-12,1967-06-07,Emmenez-moi,Charles Aznavour,1,Facile,./fichiers_audio/70_Emmenez-moi_Charles_Aznavour.m4a,./pochettes/70_Emmenez-moi_Charles_Aznavour.jpg
2026-01-12,1998-10-19,Believe,Cher,1,Moyen,./fichiers_audio/71_Believe_Cher.m4a,./pochettes/71_Believe_Cher.jpg
2026-01-12,1978-07-10,Le Freak,Chic,5,Moyen,./fichiers_audio/72_Le_Freak_Chic.m4a,./pochettes/72_Le_Freak_Chic.jpg
2026-01-12,1999-05-11,Genie in a Bottle,Christina Aguilera,1,Facile,./fichiers_audio/73_Genie_in_a_Bottle_Christina_Aguilera.m4a,./pochettes/73_Genie_in_a_Bottle_Christina_Aguilera.jpg
2026-01-14,1974-08-05,Lady Marmalade,Patti LaBelle,1,Difficile,./fichiers_audio/74_Lady_Marmalade_Patti_LaBelle.m4a,./pochettes/74_Lady_Marmalade_Patti_LaBelle.jpg
2026-01-12,1965-06-05,Aline,Christophe,1,Difficile,./fichiers_audio/75_Aline_Christophe.m4a,./pochettes/75_Aline_Christophe.jpg
2026-01-12,2007-02-05,On s'attache,Christophe Maé,1,Facile,./fichiers_audio/76_On_sattache_Christophe_Maé.m4a,./pochettes/76_On_sattache_Christophe_Maé.jpg
2026-01-12,2007-04-13,Double Je,Christophe Willem,1,Facile,./fichiers_audio/77_Double_Je_Christophe_Willem.m4a,./pochettes/77_Double_Je_Christophe_Willem.jpg
2026-01-12,1960-06-30,The Twist,Chubby Checker,2,Moyen,./fichiers_audio/78_The_Twist_Chubby_Checker.m4a,./pochettes/78_The_Twist_Chubby_Checker.jpg
2026-01-12,1958-03-31,Johnny B. Goode,Chuck Berry,2,Moyen,./fichiers_audio/79_Johnny_B_Goode_Chuck_Berry.m4a,./pochettes/79_Johnny_B_Goode_Chuck_Berry.jpg
2026-01-12,1997-08-11,Tubthumping,Chumbawamba,2,Difficile,./fichiers_audio/80_Tubthumping_Chumbawamba.m4a,./pochettes/80_Tubthumping_Chumbawamba.jpg
2026-01-12,1962-09-27,"Belles,belles,belles",Claude François,1,Facile,./fichiers_audio/81_Bellesbellesbelles_Claude_François.m4a,./pochettes/81_Bellesbellesbelles_Claude_François.jpg
2026-01-12,1967-11-12,Comme d'habitude,Claude François,1,Facile,./fichiers_audio/82_Comme_dhabitude_Claude_François.m4a,./pochettes/82_Comme_dhabitude_Claude_François.jpg
2026-01-12,1974-02-21,Le Mal-aimé,Claude François,1,Facile,./fichiers_audio/83_Le_Mal-aimé_Claude_François.m4a,./pochettes/83_Le_Mal-aimé_Claude_François.jpg
2026-01-12,1977-12-14,Alexandrie Alexandra,Claude François,1,Facile,./fichiers_audio/84_Alexandrie_Alexandra_Claude_François.m4a,./pochettes/84_Alexandrie_Alexandra_Claude_François.jpg
2026-01-12,2016-02-05,Un homme debout,Claudio Capéo,1,Facile,./fichiers_audio/85_Un_homme_debout_Claudio_Capéo.m4a,./pochettes/85_Un_homme_debout_Claudio_Capéo.jpg
2026-01-12,2008-06-12,Viva La Vida,Coldplay,2,Facile,./fichiers_audio/86_Viva_La_Vida_Coldplay.m4a,./pochettes/86_Viva_La_Vida_Coldplay.jpg
2026-01-12,1969-10-19,Fortunate Son,Creedence Clearwater Revival,2,Moyen,./fichiers_audio/87_Fortunate_Son_Creedence_Clearwater_Revival.m4a,./pochettes/87_Fortunate_Son_Creedence_Clearwater_Revival.jpg
2026-01-12,1993-04-21,Mr. Vain,Culture Beat,4,Facile,./fichiers_audio/88_Mr_Vain_Culture_Beat.m4a,./pochettes/88_Mr_Vain_Culture_Beat.jpg
2026-01-12,1982-10-17,Do You Really Want to Hurt Me,Culture Club,1,Moyen,./fichiers_audio/89_Do_You_Really_Want_to_Hurt_Me_Culture_Club.m4a,./pochettes/89_Do_You_Really_Want_to_Hurt_Me_Culture_Club.jpg
2026-01-12,1983-09-05,Karma Chameleon,Culture Club,1,Facile,./fichiers_audio/90_Karma_Chameleon_Culture_Club.m4a,./pochettes/90_Karma_Chameleon_Culture_Club.jpg
2026-01-12,1983-09-06,Girls Just Want to Have Fun,Cyndi Lauper,1,Facile,./fichiers_audio/91_Girls_Just_Want_to_Have_Fun_Cyndi_Lauper.m4a,./pochettes/91_Girls_Just_Want_to_Have_Fun_Cyndi_Lauper.jpg
2026-01-12,2013-04-19,Get Lucky,Daft Punk ft. Pharrell Williams,5,Moyen,./fichiers_audio/92_Get_Lucky_Daft_Punk_ft_Pharrell_Williams.m4a,./pochettes/92_Get_Lucky_Daft_Punk_ft_Pharrell_Williams.jpg
2026-01-12,2000-06-07,L'Envie d'aimer,Daniel Lévi,1,Moyen,./fichiers_audio/93_LEnvie_daimer_Daniel_Lévi.m4a,./pochettes/93_LEnvie_daimer_Daniel_Lévi.jpg
2026-01-12,1969-07-11,Space Oddity,David Bowie,2,Difficile,./fichiers_audio/94_Space_Oddity_David_Bowie.m4a,./pochettes/94_Space_Oddity_David_Bowie.jpg
2026-01-12,1972-04-28,Starman,David Bowie,2,Facile,./fichiers_audio/95_Starman_David_Bowie.m4a,./pochettes/95_Starman_David_Bowie.jpg
2026-01-12,1977-09-23,Heroes,David Bowie,2,Facile,./fichiers_audio/96_Heroes_David_Bowie.m4a,./pochettes/96_Heroes_David_Bowie.jpg
2026-01-12,1983-04-14,Let's Dance,David Bowie,1,Facile,./fichiers_audio/97_Lets_Dance_David_Bowie.m4a,./pochettes/97_Lets_Dance_David_Bowie.jpg
2026-01-12,1988-05-04,Est-ce que tu viens pour les vacances ?,David et Jonathan,1,Moyen,./fichiers_audio/98_Est-ce_que_tu_viens_pour_les_vacances_David_et_Jonathan.m4a,./pochettes/98_Est-ce_que_tu_viens_pour_les_vacances_David_et_Jonathan.jpg
2026-01-12,2011-08-08,Titanium,David Guetta ft. Sia,4,Moyen,./fichiers_audio/99_Titanium_David_Guetta_ft_Sia.m4a,./pochettes/99_Titanium_David_Guetta_ft_Sia.jpg
2026-01-12,1988-06-11,Nuit de folie,Début de Soirée,1,Facile,./fichiers_audio/100_Nuit_de_folie_Début_de_Soirée.m4a,./pochettes/100_Nuit_de_folie_Début_de_Soirée.jpg
2026-01-12,1961-02-22,Runaway,Del Shannon,1,Moyen,./fichiers_audio/101_Runaway_Del_Shannon.m4a,./pochettes/101_Runaway_Del_Shannon.jpg
2026-01-12,1990-02-05,Enjoy the Silence,Depeche Mode,4,Facile,./fichiers_audio/102_Enjoy_the_Silence_Depeche_Mode.m4a,./pochettes/102_Enjoy_the_Silence_Depeche_Mode.jpg
2026-01-12,1986-06-01,Voyage Voyage,Desireless,4,Moyen,./fichiers_audio/103_Voyage_Voyage_Desireless.m4a,./pochettes/103_Voyage_Voyage_Desireless.jpg
2026-01-12,1982-06-25,Come On Eileen,Dexys Midnight Runners,1,Moyen,./fichiers_audio/104_Come_On_Eileen_Dexys_Midnight_Runners.m4a,./pochettes/104_Come_On_Eileen_Dexys_Midnight_Runners.jpg
2026-01-12,1980-06-18,Upside Down,Diana Ross,1,Moyen,./fichiers_audio/105_Upside_Down_Diana_Ross.m4a,./pochettes/105_Upside_Down_Diana_Ross.jpg
2026-01-12,1978-05-19,Sultans of Swing,Dire Straits,2,Moyen,./fichiers_audio/106_Sultans_of_Swing_Dire_Straits.m4a,./pochettes/106_Sultans_of_Swing_Dire_Straits.jpg
2026-01-12,1985-06-28,Money for Nothing,Dire Straits,2,Moyen,./fichiers_audio/107_Money_for_Nothing_Dire_Straits.m4a,./pochettes/107_Money_for_Nothing_Dire_Straits.jpg
2026-01-12,2003-03-11,Chihuahua,DJ BoBo,1,Moyen,./fichiers_audio/108_Chihuahua_DJ_BoBo.m4a,./pochettes/108_Chihuahua_DJ_BoBo.jpg
2026-01-12,2023-08-04,Paint The Town Red,Doja Cat,3,Facile,./fichiers_audio/109_Paint_The_Town_Red_Doja_Cat.m4a,./pochettes/109_Paint_The_Town_Red_Doja_Cat.jpg
2026-01-12,1973-10-15,Jolene,Dolly Parton,1,Moyen,./fichiers_audio/110_Jolene_Dolly_Parton.m4a,./pochettes/110_Jolene_Dolly_Parton.jpg
2026-01-12,1971-10-24,American Pie,Don McLean,2,Difficile,./fichiers_audio/111_American_Pie_Don_McLean.m4a,./pochettes/111_American_Pie_Don_McLean.jpg
2026-01-12,2015-07-31,Hotline Bling,Drake,3,Facile,./fichiers_audio/112_Hotline_Bling_Drake.m4a,./pochettes/112_Hotline_Bling_Drake.jpg
2026-01-12,2016-04-05,One Dance,Drake,3,Facile,./fichiers_audio/113_One_Dance_Drake.m4a,./pochettes/113_One_Dance_Drake.jpg
2026-01-12,2018-01-19,God's Plan,Drake,3,Facile,./fichiers_audio/114_Gods_Plan_Drake.m4a,./pochettes/114_Gods_Plan_Drake.jpg
2026-01-12,2024-02-16,Training Season,Dua Lipa,1,Facile,./fichiers_audio/115_Training_Season_Dua_Lipa.m4a,./pochettes/115_Training_Season_Dua_Lipa.jpg
2026-01-12,1976-12-08,Hotel California,Eagles,2,Moyen,./fichiers_audio/116_Hotel_California_Eagles.m4a,./pochettes/116_Hotel_California_Eagles.jpg
2026-01-12,1978-11-18,September, Earth & Wind & Fire,5,Moyen,./fichiers_audio/117_September_Earth__Wind__Fire.m4a,./pochettes/117_September_Earth__Wind__Fire.jpg
2026-01-12,2017-01-06,Shape of You,Ed Sheeran,1,Facile,./fichiers_audio/118_Shape_of_You_Ed_Sheeran.m4a,./pochettes/118_Shape_of_You_Ed_Sheeran.jpg
2026-01-12,2017-09-26,Perfect,Ed Sheeran,1,Facile,./fichiers_audio/119_Perfect_Ed_Sheeran.m4a,./pochettes/119_Perfect_Ed_Sheeran.jpg
2026-01-12,1960-12-24,"Non,  je ne regrette rien",Édith Piaf,1,Difficile,./fichiers_audio/120_Non__je_ne_regrette_rien_Édith_Piaf.m4a,./pochettes/120_Non__je_ne_regrette_rien_Édith_Piaf.jpg
2026-01-12,1998-08-08,Blue (Da Ba Dee),Eiffel 65,4,Moyen,./fichiers_audio/121_Blue_Da_Ba_Dee_Eiffel_65.m4a,./pochettes/121_Blue_Da_Ba_Dee_Eiffel_65.jpg
2026-01-12,1970-04-10,Your Song,Elton John,1,Facile,./fichiers_audio/122_Your_Song_Elton_John.m4a,./pochettes/122_Your_Song_Elton_John.jpg
2026-01-12,1972-04-17,Rocket Man,Elton John,1,Facile,./fichiers_audio/123_Rocket_Man_Elton_John.m4a,./pochettes/123_Rocket_Man_Elton_John.jpg
2026-01-12,1976-06-25,Don't Go Breaking My Heart,Elton John & Kiki Dee,1,Facile,./fichiers_audio/124_Dont_Go_Breaking_My_Heart_Elton_John__Kiki_Dee.m4a,./pochettes/124_Dont_Go_Breaking_My_Heart_Elton_John__Kiki_Dee.jpg
2026-01-12,1956-01-27,Heartbreak Hotel,Elvis Presley,2,Facile,./fichiers_audio/125_Heartbreak_Hotel_Elvis_Presley.m4a,./pochettes/125_Heartbreak_Hotel_Elvis_Presley.jpg
2026-01-12,1957-09-24,Jailhouse Rock,Elvis Presley,2,Facile,./fichiers_audio/126_Jailhouse_Rock_Elvis_Presley.m4a,./pochettes/126_Jailhouse_Rock_Elvis_Presley.jpg
2026-01-12,1969-08-26,Suspicious Minds,Elvis Presley,2,Facile,./fichiers_audio/127_Suspicious_Minds_Elvis_Presley.m4a,./pochettes/127_Suspicious_Minds_Elvis_Presley.jpg
2026-01-12,2000-11-20,Stan,Eminem,3,Facile,./fichiers_audio/128_Stan_Eminem.m4a,./pochettes/128_Stan_Eminem.jpg
2026-01-12,2010-06-21,Love the Way You Lie,Eminem ft. Rihanna,3,Moyen,./fichiers_audio/129_Love_the_Way_You_Lie_Eminem_ft_Rihanna.m4a,./pochettes/129_Love_the_Way_You_Lie_Eminem_ft_Rihanna.jpg
2026-01-12,1960-11-15,At Last,Etta James,5,Difficile,./fichiers_audio/130_At_Last_Etta_James.m4a,./pochettes/130_At_Last_Etta_James.jpg
2026-01-12,1986-02-14,The Final Countdown,Europe,2,Facile,./fichiers_audio/131_The_Final_Countdown_Europe.m4a,./pochettes/131_The_Final_Countdown_Europe.jpg
2026-01-12,1983-01-21,Sweet Dreams (Are Made of This),Eurythmics,4,Moyen,./fichiers_audio/132_Sweet_Dreams_Are_Made_of_This_Eurythmics.m4a,./pochettes/132_Sweet_Dreams_Are_Made_of_This_Eurythmics.jpg
2026-01-12,2003-02-07,Bring Me to Life,Evanescence,2,Facile,./fichiers_audio/133_Bring_Me_to_Life_Evanescence.m4a,./pochettes/133_Bring_Me_to_Life_Evanescence.jpg
2026-01-12,1997-11-07,Savoir aimer,Florent Pagny,1,Facile,./fichiers_audio/134_Savoir_aimer_Florent_Pagny.m4a,./pochettes/134_Savoir_aimer_Florent_Pagny.jpg
2026-01-12,1964-08-02,Laisse tomber les filles,France Gall,1,Facile,./fichiers_audio/135_Laisse_tomber_les_filles_France_Gall.m4a,./pochettes/135_Laisse_tomber_les_filles_France_Gall.jpg
2026-01-12,1965-03-17,"Poupée de cire,  poupée de son",France Gall,1,Facile,./fichiers_audio/136_Poupée_de_cire__poupée_de_son_France_Gall.m4a,./pochettes/136_Poupée_de_cire__poupée_de_son_France_Gall.jpg
2026-01-12,1980-05-19,Il jouait du piano debout,France Gall,1,Facile,./fichiers_audio/137_Il_jouait_du_piano_debout_France_Gall.m4a,./pochettes/137_Il_jouait_du_piano_debout_France_Gall.jpg
2026-01-12,1987-08-24,"Ella,  elle l'a",France Gall,1,Facile,./fichiers_audio/138_Ella__elle_la_France_Gall.m4a,./pochettes/138_Ella__elle_la_France_Gall.jpg
2026-01-12,1979-02-18,Je l'aime à mourir,Francis Cabrel,1,Facile,./fichiers_audio/139_Je_laime_à_mourir_Francis_Cabrel.m4a,./pochettes/139_Je_laime_à_mourir_Francis_Cabrel.jpg
2026-01-12,1985-10-08,Encore et encore,Francis Cabrel,1,Facile,./fichiers_audio/140_Encore_et_encore_Francis_Cabrel.m4a,./pochettes/140_Encore_et_encore_Francis_Cabrel.jpg
2026-01-12,1994-03-29,"Je t'aimais, je t'aime, je t'aimerai",Francis Cabrel,1,Facile,./fichiers_audio/141_Je_taimais_je_taime_je_taimerai_Francis_Cabrel.m4a,./pochettes/141_Je_taimais_je_taime_je_taimerai_Francis_Cabrel.jpg
